순번,한자,급수,부수,음,훈,音,訓,예시 단어
1775,沸,2.5,水,"불, 비",끓다,フツ・ヒ,わ(く)・わ(かす)・た(てる)・にえ,"沸騰(ふっとう), 沸く(わく), 湯沸かし器(ゆわかしき), 人気沸騰(にんきふっとう)"
1776,仏,6,人,불,부처,ブツ・フツ,ほとけ,"仏像(ぶつぞう), 仏教(ぶっきょう), 仏壇(ぶつだん), 仏画(ぶつが), 英仏(えいふつ)"
1777,物,8,牛,물,물건,ブツ・モツ,もの,"物語(ものがたり), 物の(ものの), 建物(たてもの), 買い物(かいもの), 人物(じんぶつ)"
1778,粉,6,米,분,"가루, 데시미터",フン,こ・こな・デシメートル,"花粉(かふん), 小麦粉(こむぎこ), 米粉(こめこ), 花粉症(かふんしょう), 粉雪(こなゆき)"
1779,紛,3,糸,분,혼동되다,フン,まぎ(れる)・まぎ(らす)・まぎ(らわす)・まぎ(らわしい)・みだ(れる)・まが(う)・まぐ(れ),"紛争(ふんそう), 紛失(ふんしつ), 紛れ(まぎれ), 紛糾(ふんきゅう), 紛争解決(ふんそうかいけつ)"
1780,雰,2.5,雨,분,날리다,フン,きり,雰囲気(ふんいき)
1781,噴,4,口,분,"뿜다, 솟아나다",フン・ホン,ふ(く)・は(く),"噴火(ふんか), 噴出(ふんしゅつ), 噴煙(ふんえん), 噴気(ふんき), 噴水(ふんすい)"
1782,墳,3,土,분,무덤,フン,はか,古墳(こふん)
1783,憤,2.5,心,분,분하다,フン,いきどお(る)・むずか(る),"憤り(いきどおり), 憤慨(ふんがい), 憤る(いきどおる)"
1784,奮,5,大,분,떨치다,フン,ふる(う),"興奮(こうふん), 奮闘(ふんとう), 奮起(ふんき), 興奮気味(こうふんぎみ), 奮発(ふんぱつ)"
1785,分,9,刀,분,"나누다, 알다",ブン・フン・ブ,わ(ける)・わ(かれる)・わ(かる)・わ(かつ),"自分(じぶん), 部分(ぶぶん), 十分(じっぷん), 分かり(わかり), 分析(ぶんせき)"
1786,文,10,文,문,문서,ブン・モン,ふみ・あや・かざ(る),"文化(ぶんか), 文字(もじ), 文章(ぶんしょう), 注文(ちゅうもん), 文書(ぶんしょ)"
1787,聞,9,耳,문,"듣다, 들리다",ブン・モン,き(く)・き(こえる),"新聞(しんぶん), 聞く(きく), 毎日新聞社(まいにちしんぶんしゃ), 聞こえ(きこえ), 新聞社(しんぶんしゃ)"
1788,丙,2.5,一,병,세 번째,ヘイ,ひのえ,
1789,平,8,干,평,평평함,ヘイ・ビョウ・ヒョウ,たい(ら)・ひら,"平均(へいきん), 平和(へいわ), 平成(へいせい), 平野(へいや), 平方メートル(へいほうメートル)"
1790,兵,7,八,병,병사,ヘイ・ヒョウ,つわもの・いくさ,"兵庫県(ひょうごけん), 核兵器(かくへいき), 兵士(へいし), 兵器(へいき), 米兵(べいへい)"
1791,併,2.5,人,병,합치다,ヘイ,あわ(せる)・なら(ぶ)・しか(し),"合併(がっぺい), 併設(へいせつ), 併せて(あわせて), 併用(へいよう), 町村合併(ちょうそんがっぺい)"
1792,並,5,一,병,나열하다,ヘイ,なみ・なら(べる)・なら(ぶ)・なら(びに),"並ぶ(ならぶ), 並み(なみ), 並び(ならび), 街並み(まちなみ), 並行(へいこう)"
1793,柄,4,木,병,"몸집, 품위, 자루",ヘイ,がら・え・つか・いきお(い),"銘柄(めいがら), 小柄(こがら), 人柄(ひとがら), 役柄(やくがら), 絵柄(えがら)"
1794,陛,5,阜,폐,폐하,ヘイ,きざはし,"両陛下(りょうへいか), 天皇陛下(てんのうへいか), 陛下(へいか)"
1795,閉,5,門,폐,닫다,ヘイ,と(じる)・と(ざす)・し(める)・し(まる)・た(てる),"閉鎖(へいさ), 閉店(へいてん), 閉幕(へいまく), 自閉症(じへいしょう), 学級閉鎖(がっきゅうへいさ)"
1796,塀,2.5,土,병,담,ヘイ,無し,
1797,幣,2.5,巾,폐,화폐,ヘイ,ぜに・ぬさ・みてぐら,"紙幣(しへい), 貨幣(かへい)"
1798,弊,2.5,廾,폐,"폐단, 해지다",ヘイ,やぶ(れる)・つい(える)・つか(れる),"弊害(へいがい), 疲弊(ひへい), 弊社(へいしゃ)"
1799,蔽,2,艸,폐,덮다,ヘイ,おお(う)・おお(い)・さだ(める)・くら(い),
1800,餅,2,食,병,떡,ヘイ,もち,"餅つき(もちつき), 鏡餅(かがみもち), お餅(おもち), 煎餅(せんべい)"
1801,米,9,米,미,"쌀, 미터",ベイ・マイ・メ,こめ・よね・メートル,"米国(べいこく), 日米(にちべい), 米軍(べいぐん), 米大統領(べいだいとうりょう), 欧米(おうべい)"
1802,壁,4,土,벽,벽,ヘキ,かべ・がけ,"外壁(がいへき), 壁画(へきが), 壁紙(かべがみ), 壁面(へきめん), 岩壁(がんぺき)"
1803,璧,2,玉,벽,"옥, 흠이 없음",ヘキ,たま,完璧(かんぺき)
1804,癖,3,疒,벽,"버릇, 습관",ヘキ,くせ,"口癖(くちぐせ), 癖に(くせに), 潔癖症(けっぺきしょう), 潔癖(けっぺき), 難癖(なんくせ)"
1805,別,7,刀,별,"나눔, 헤어지다",ベツ・ベチ,わか(れる)・わ(ける)・わか(つ),"特別(とくべつ), 別に(べつに), 別れ(わかれ), 個別(こべつ), 差別(さべつ)"
1806,蔑,2,艸,멸,깔보다,ベツ,さげす(む)・ないがし(ろ)・なみ(する)・くら(い),軽蔑(けいべつ)
1807,片,5,片,편,조각,ヘン,かた・きれ・ひら・ペンス,"片付け(かたづけ), 片方(かたほう), 片手(かたて), 片道(かたみち), 片思い(かたおもい)"
1808,辺,7,辵,변,근처,ヘン,あた(り)・べ・ほとり,"周辺(しゅうへん), この辺(このへん), 辺り(あたり), 川辺(かわべ), 近辺(きんぺん)"
1809,返,8,辵,반,"돌려주다, 돌아가다, 돌아오다",ヘン・ハン・ホン,かえ(す)・かえ(る),"繰り返し(くりかえし), 返し(かえし), 振り返る(ふりかえる), 返事(へんじ), 返済(へんさい)"
1810,変,7,夂,변,"변하다, 바꾸다",ヘン,か(わる)・か(える),"大変(たいへん), 変え(かえ), 変化(へんか), 変更(へんこう), 変わる(かわる)"
1811,偏,2.5,人,편,"기울다, 치우치다, 오직",ヘン,かたよ(る)・ひとえ(に),"偏見(へんけん), 偏差値(へんさち), 偏り(かたより), 偏頭痛(へんずつう), 偏重(へんじゅう)"
1812,遍,2.5,辵,편,두루,ヘン,あまね(く),"普遍的(ふへんてき), 遍路(へんろ), 普遍性(ふへんせい), 満遍なく(まんべんなく)"
1813,編,6,糸,편,엮다,ヘン,あ(む)・とじいと・ふみ,"続編(ぞくへん), 編集(へんしゅう), 編集部(へんしゅうぶ), 編成(へんせい), 再編(さいへん)"
1814,弁,6,廾,변,고깔,ベン,わきま(える)・わ(ける)・はなびら・と(く)・かた(る),"弁護士(べんごし), 弁護(べんご), 駅弁(えきべん), 弁当(べんとう), お弁当(おべんとう)"
1815,便,7,人,편,"편함, 소식",ベン・ビン,たよ(り)・よすが・いばり・へつら(う)・すなわ(ち),"便利(べんり), 郵便局(ゆうびんきょく), 郵便(ゆうびん), 不便(ふびん), 便秘(べんぴ)"
1816,勉,8,力,면,힘쓰다,ベン,つと(める),"勉強(べんきょう), 勉強会(べんきょうかい), 受験勉強(じゅけんべんきょう), 勉学(べんがく), 勤勉(きんべん)"
1817,歩,9,止,보,걷다,ホ・ブ・フ,ある(く)・あゆ(む),"歩く(あるく), 一歩(いっぽ), 歩き(ありき), 徒歩(とほ), 散歩(さんぽ)"
1818,保,6,人,보,지키다,ホ・ホウ,たも(つ)・も(つ)・やす(んじる),"確保(かくほ), 保育園(ほいくえん), 保護者(ほごしゃ), 保護(ほご), 保険(ほけん)"
1819,哺,2,口,포,먹이다,ホ,ふく(む)・はぐく(む),"哺乳瓶(ほにゅうびん), 哺乳(ほにゅう)"
1820,捕,4,手,포,잡다,ホ・ブ,と(らえる)・と(らわれる)・と(る)・つか(まえる)・つか(まる),"逮捕(たいほ), 捕手(ほしゅ), 捕獲(ほかく), 逮捕状(たいほじょう), 捕鯨(ほげい)"
1821,補,5,衣,보,보충하다,ホ・フ,おぎな(う)・たす(ける),"候補(こうほ), 立候補(りっこうほ), 候補者(こうほしゃ), 補助(ほじょ), 補償(ほしょう)"
1822,舗,4,舌,포,"펴다, 가게",ホ・フ,みせ・し(く),"店舗(てんぽ), 老舗(しにせ), 舗装(ほそう), 本舗(ほんぽ)"
1823,母,9,毋,모,엄마,ボ・モ・ボウ,はは,"母親(ははおや), お母さん(おかあさん), 義母(ぎぼ), お母様(おかあさま), 祖母(うば)"
1824,募,3,力,모,"모으다, 뽑다",ボ・モ,つの(る),"募集(ぼしゅう), 応募(おうぼ), 公募(こうぼ), 募金(ぼきん), 募る(つのる)"
1825,墓,6,土,묘,무덤,ボ,はか,"墓地(はかち), 墓参り(はかまいり), 墓場(はかば), 墓石(はかいし), 墓前(ぼぜん)"
1826,慕,3,心,모,그립다,ボ,した(う)・しの(ぶ),慕う(したう)
1827,暮,5,日,모,"저물다, 살다",ボ,く(れる)・く(らす),"暮らし(くらし), 暮らす(くらす), 一人暮らし(ひとりぐらし), 暮れ(くれ), 年暮れ(ねんくれ)"
1828,簿,3,竹,부,문서,ボ・ホ,無し,"名簿(めいぼ), 家計簿(かけいぼ), 簿記(ぼき), 帳簿(ちょうぼ), 選挙人名簿(せんきょにんめいぼ)"
1829,方,9,方,방,방향,ホウ,かた・かく・ただ(しい)・まさ(に),"地方版(ちほうばん), 一方(いっぽう), 方針(ほうしん), 地方(じかた), 方法(ほうほう)"
1830,包,7,勹,포,포장하다,ホウ,つつ(む)・くる(む),"包丁(ほうちょう), 包み(つつみ), 包装(ほうそう), 包括的(ほうかつてき), 包む(くるむ)"
1831,芳,3,艸,방,향기롭다,ホウ,かんば(しい)・かお(り)・かぐわ(しい),
1832,邦,3,邑,방,나라,ホウ,くに,"連邦(れんぽう), 本邦(ほんぽう), 東邦(とうほう), 連邦準備制度(れんぽうじゅんびせいど), 邦画(ほうが)"
1833,奉,3,大,봉,"모시다, 받들다",ホウ・ブ,たてまつ(る)・まつ(る)・うけたまわ(る),"奉納(ほうのう), 奉仕(ほうし), 奉行(ぶぎょう), 奉行所(ぶぎょうしょ)"
1834,宝,5,宀,보,보물,ホウ,たから,"宝くじ(たからくじ), 宝物(たからもの), 重宝(じゅうほう), 宝石(ほうせき), 東宝(とうほう)"
1835,抱,4,手,포,"안다, 감싸다",ホウ,だ(く)・いだ(く)・かか(える),"抱え(かかえ), 抱負(ほうふ), 抱える(かかえる), 抱っこ(だっこ), 抱く(いだく)"
1836,放,8,攵,방,"놓다, 쏘다, 풀려나다, 방치하다",ホウ,はな(す)・はな(つ)・はな(れる)・ほう(る)・ゆる(す)・ほしいまま・まか(す)・さ(く)・ひ(る)・こ(く),"放送(ほうそう), 放棄(ほうき), 放置(ほうち), 放つ(はなつ), 解放(かいほう)"
1837,法,7,水,법,법,ホウ・ハッ・ホッ,のり・のっと(る)・フラン,"方法(ほうほう), 法人(ほうじん), 法案(ほうあん), 魔法(まほう), 法律(ほうりつ)"
1838,泡,2.5,水,포,거품,ホウ,あわ・あぶく,"発泡酒(はっぽうしゅ), 発泡スチロール(はっぽうスチロール), 泡立て器(あわだてき)"
1839,胞,3,肉,포,세포,ホウ,はら,"細胞(さいほう), 神経細胞(しんけいさいぼう), ＥＳ細胞(イーエスさいぼう), 幹細胞(かんさいぼう), 同胞(どうほう)"
1840,俸,2.5,人,봉,봉급,ホウ,ふち,年俸(ねんぽう)
1841,倣,3,人,방,흉내내다,ホウ,なら(う),模倣(もほう)
1842,峰,4,山,봉,봉우리,ホウ・フ,みね,"最高峰(さいこうほう), 霊峰(れいほう), 連峰(れんぽう), 高峰(こうほう)"
1843,砲,4,石,포,대포,ホウ,つつ・おおづつ,"発砲(はっぽう), 鉄砲(てっぽう), 号砲(ごうほう), 砲撃(ほうげき), 主砲(しゅほう)"
1844,崩,3,山,붕,무너지다,ホウ,くず(れる)・くず(す),"崩壊(ほうかい), 崩れ(くずれ), 崩す(くずす), 土砂崩れ(どしゃくずれ), 崩れる(くずれる)"
1845,訪,5,言,방,방문하다,ホウ,おとず(れる)・たず(ねる)・と(う)・おとな(う),"訪れ(おとずれ), 訪問(ほうもん), 訪れる(おとずれる), 訪ねる(たずねる), 訪中(ほうちゅう)"
1846,報,6,土,보,"보답하다, 보복하다",ホウ,むく(いる)・しら(せる),"情報(じょうほう), 注意報(ちゅういほう), 報告(ほうこく), 警報(けいほう), 予報(よほう)"
1847,蜂,2,虫,봉,벌,ホウ,はち・むら(がる),"蜂蜜(はちみつ), 養蜂(ようほう)"
1848,豊,6,豆,풍,풍부함,ホウ,ゆた(か)・とよ,"豊か(ゆたか), 豊富(ほうふ), 豊作(ほうさく), 経験豊富(けいけんほうふ), 五穀豊穣(ごこくほうじょう)"
1849,飽,3,食,포,"배부르다, 질리다, 끝까지",ホウ,あ(きる)・あ(かす),"飽き(あき), 飽きる(あきる)"
1850,褒,2.5,衣,포,"기리다, 칭찬하다",ホウ,ほ(める),"ご褒美(ごほうび), 褒める(ほめる), 褒め言葉(ほめことば)"
1851,縫,3,糸,봉,꿰매다,ホウ,ぬ(う),"縫い(ぬい), 縫製(ほうせい), 縫う(ぬう), 裁縫(さいほう), 縫い針(ぬいばり)"
1852,亡,5,亠,망,죽다,ボウ・モウ・ム・ブ,な(い)・ほろ(びる)・うしな(う)・に(げる),"死亡(しぼう), 亡くなる(なくなる), 滅亡(めつぼう), 亡き(なき), 亡命(ぼうめい)"
1853,乏,3,丿,핍,부족하다,ボウ・ホウ,とぼ(しい),"貧乏(びんぼう), 乏しい(とぼしい), 貧乏人(びんぼうにん), 欠乏(けつぼう)"
1854,忙,4,心,망,바쁘다,ボウ・モウ,いそが(しい)・せわ(しい),"忙しい(いそがしい), 多忙(たぼう), 繁忙(はんぼう), 大忙し(おおいそがし)"
1855,坊,4,土,방,도련님,ボウ・ボッ・ホウ,まち・へや,"本因坊(ほんいんぼう), 坊っちゃん(ぼっちゃん), 赤ん坊(あかんぼう), 御坊(おんぼう), 風来坊(ふうらいぼう)"
1856,妨,3,女,방,방해하다,ボウ・ホウ,さまた(げる),"妨害(ぼうがい), 妨げ(さまたげ), 妨げる(さまたげる), 業務妨害(ぎょうむぼうがい), 公務執行妨害(こうむしっこうぼうがい)"
1857,忘,5,心,망,잊다,ボウ・モウ,わす(れる),"忘れる(わすれる), 忘年会(ぼうねんかい), 忘れ物(わすれもの), 物忘れ(ものわすれ), 忘れられる(わすれられる)"
1858,防,6,阜,방,막다,ボウ・ホウ,ふせ(ぐ)・まも(る),"防止(ぼうし), 防災(ぼうさい), 防衛(ぼうえい), 防ぐ(ふせぐ), 予防(よぼう)"
1859,房,3,戸,방,"송이, 방",ボウ・ホウ,ふさ・へや・いえ,"官房長官(かんぼうちょうかん), 工房(こうぼう), 書房(しょぼう), 官房(かんぼう), 暖房(だんぼう)"
1860,肪,4,肉,방,살찌다,ボウ・ホウ,あぶら,"脂肪(しぼう), 体脂肪率(たいしぼうりつ)"
1861,某,3,木,모,아무,ボウ,それがし・なにがし,某国(ぼうこく)
1862,冒,4,曰,모,무릅쓰다,ボウ・ボク・モウ,おか(す)・おお(う)・むさぼ(る)・ねた(む),"冒険(ぼうけん), 冒頭(ぼうとう), 冒頭陳述(ぼうとうちんじゅつ), 大冒険(だいぼうけん), 冒険者(ぼうけんしゃ)"
1863,剖,2.5,刀,부,쪼개다,ボウ・ホウ,わ(ける)・さ(く),"解剖(かいぼう), 司法解剖(しほうかいぼう)"
1864,紡,2.5,糸,방,실을 잣다,ボウ・ホウ,つむ(ぐ),紡ぐ(つむぐ)
1865,望,7,月,망,"바라다, 바람직하다",ボウ・モウ,のぞ(む)・もち・うら(む),"希望(きぼう), 要望(ようぼう), 望む(のぞむ), 展望(てんぼう), 希望者(きぼうしゃ)"
1866,傍,4,人,방,곁,ボウ・ホウ,かたわ(ら)・そば・はた・わき・そ(う),"傍ら(かたわら), 傍聴(ぼうちょう), 傍聴席(ぼうちょうせき), 傍らに(かたわらに), 傍から(そばから)"
1867,帽,4,巾,모,모자,ボウ,無し,"帽子(ぼうし), 脱帽(だつぼう), 野球帽(やきゅうぼう), ニット帽(ニットぼう)"
1868,棒,5,木,봉,막대,ボウ・ホウ,無し,"相棒(あいぼう), 泥棒(どろぼう), 鉄棒(かなぼう), 綿棒(めんぼう), 用心棒(ようじんぼう)"
1869,貿,6,貝,무,무역,ボウ,あきな(う),"貿易(ぼうえき), 自由貿易協定(じゆうぼうえききょうてい), 世界貿易機関(せかいぼうえききかん), 貿易会社(ぼうえきがいしゃ), 貿易収支(ぼうえきしゅうし)"
1870,貌,2,豸,모,얼굴,ボウ,かたち,"変貌(へんぼう), 全貌(ぜんぼう), 美貌(びぼう)"
1871,暴,6,日,폭,"파헤치다, 난폭하다",ボウ・バク,あば(く)・あば(れる)・あら(い)・にわ(か)・あら(わす)・さら(す),"暴力(ぼうりょく), 暴行(ぼうこう), 暴力団(ぼうりょくだん), 暴走(ぼうそう), 暴言(ぼうげん)"
1872,膨,3,肉,팽,부풀다,ボウ・ホウ,ふく(らむ)・ふく(れる)・ふく(よか),"膨大(ぼうだい), 膨らむ(ふくらむ), 膨張(ぼうちょう), 膨らみ(ふくらみ)"
1873,謀,3,言,모,꾀하다,ボウ・ム,はか(る)・はかりごと,"共謀(きょうぼう), 無謀(むぼう), 陰謀(いんぼう), 参謀(さんぼう), 首謀者(しゅぼうしゃ)"
1874,頬,2,頁,협,뺨,キョウ,ほお,
1875,北,9,匕,"북, 배","북쪽, 지다",ホク,きた・に(げる)・そむ(く),"北朝鮮(きたちょうせん), 北海道(ほっかいどう), 北京(ぺきん), 東北(とうほく), 北西(ほくせい)"
1876,木,10,木,목,나무,ボク・モク,き・こ,"栃木(とちのき), 高木(こうぼく), 青木(あおき), 本木(もとき), 木造(もくぞう)"
1877,朴,2.5,木,박,순박,ボク・ハク,すなお・ほお,素朴(そぼく)
1878,牧,7,牛,목,목장,ボク・モク,まき・か(う)・やしな(う)・つかさ,"牧場(ぼくじょう), 牧野(ぼくや), 牧師(ぼくし), 放牧(ほうぼく)"
